LOCAL,LATITUDE,LONGITUDE,MUNICIPIO,UF
ARROIO DO TIGRE-RS,"-29,33","-53,09",ARROIO DO TIGRE,RS
ARROIO DOS RATOS-RS,"-30,07","-51,72",ARROIO DOS RATOS,RS
ARROIO GRANDE-RS,"-32,23","-53,08",ARROIO GRANDE,RS
ARROIO TRINTA-SC,"-26,93","-51,33",ARROIO TRINTA,SC
ARTUR NOGUEIRA-SP,"-22,57","-47,17",ARTUR NOGUEIRA,SP
ARUANA-GO,"-14,92","-51,08",ARUANA,GO
ARUJA-SP,"-23,39","-46,32",ARUJA,SP
ARVOREDO-SC,"-27,07","-52,45",ARVOREDO,SC
ARVOREZINHA-RS,"-28,87","-52,17",ARVOREZINHA,RS
ASCURRA-SC,"-26,95","-49,37",ASCURRA,SC
ASPASIA-SP,"-20,15","-50,72",ASPASIA,SP
ASSAI-PR,"-23,37","-50,84",ASSAI,PR
ASSARE-CE,"-6,87","-39,87",ASSARE,CE
ASSIS BRASIL-AC,"-10,94","-69,56",ASSIS BRASIL,AC
ASSIS CHATEAUBRIAND-PR,"-24,42","-53,52",ASSIS CHATEAUBRIAND,PR
ASSIS-SP,"-22,66","-50,41",ASSIS,SP
ASSUNCAO DO PIAUI-PI,"-5,86","-41,03",ASSUNCAO DO PIAUI,PI
ASSUNCAO-PB,"-7,07","-36,73",ASSUNCAO,PB
ASTOLFO DUTRA-MG,"-21,31","-42,86",ASTOLFO DUTRA,MG
ASTORGA-PR,"-23,23","-51,66",ASTORGA,PR
ATALAIA DO NORTE-AM,"-4,37","-70,19",ATALAIA DO NORTE,AM
ATALAIA-AL,"-9,5","-36,02",ATALAIA,AL
ATALAIA-PR,"-23,15","-52,05",ATALAIA,PR
ATALANTA-SC,"-27,42","-49,78",ATALANTA,SC
ATALEIA-MG,"-18,04","-41,11",ATALEIA,MG
ATIBAIA-SP,"-23,11","-46,55",ATIBAIA,SP
ATILIO VIVACQUA-ES,"-20,91","-41,19",ATILIO VIVACQUA,ES
AUGUSTINOPOLIS-TO,"-5,46","-47,88",AUGUSTINOPOLIS,TO
AUGUSTO CORREA-PA,"-1,02","-46,64",AUGUSTO CORREA,PA
AUGUSTO DE LIMA-MG,"-18,1","-44,26",AUGUSTO DE LIMA,MG
AUGUSTO PESTANA-RS,"-28,51","-53,99",AUGUSTO PESTANA,RS
AUGUSTO SEVERO-RN,"-5,86","-37,31",AUGUSTO SEVERO,RN
AUREA-RS,"-27,69","-52,04",AUREA,RS
AURELINO LEAL-BA,"-14,31","-39,32",AURELINO LEAL,BA
AURIFLAMA-SP,"-20,68","-50,55",AURIFLAMA,SP
AURILANDIA-GO,"-16,68","-50,46",AURILANDIA,GO
AURORA DO PARA-PA,"-2,13","-47,56",AURORA DO PARA,PA
AURORA DO TOCANTINS-TO,"-12,71","-46,4",AURORA DO TOCANTINS,TO
AURORA-CE,"-6,94","-38,96",AURORA,CE
AURORA-SC,"-27,31","-49,63",AURORA,SC
AUTAZES-AM,"-3,58","-59,13",AUTAZES,AM
AVAI-SP,"-22,14","-49,33",AVAI,SP
AVANHANDAVA-SP,"-21,46","-49,95",AVANHANDAVA,SP
AVARE-SP,"-23,09","-48,92",AVARE,SP
AVEIRO-PA,"-3,6","-55,33",AVEIRO,PA
AVELINO LOPES-PI,"-10,13","-43,94",AVELINO LOPES,PI
AVELINOPOLIS-GO,"-16,46","-49,75",AVELINOPOLIS,GO
AXIXA DO TOCANTINS-TO,"-5,61","-47,76",AXIXA DO TOCANTINS,TO
AXIXA-MA,"-2,83","-44,05",AXIXA,MA
BABACULANDIA-TO,"-7,2","-47,75",BABACULANDIA,TO
BACABAL-MA,"-4,22","-44,78",BACABAL,MA
BACABEIRA-MA,"-2,97","-44,31",BACABEIRA,MA
BACURI-MA,"-1,7","-45,13",BACURI,MA
BACURITUBA-MA,"-2,7","-44,73",BACURITUBA,MA
BADY BASSITT-SP,"-20,91","-49,44",BADY BASSITT,SP
BAEPENDI-MG,"-21,95","-44,89",BAEPENDI,MG
BAGE-RS,"-31,33","-54,1",BAGE,RS
BAGRE-PA,"-1,9","-50,16",BAGRE,PA
BAIA DA TRAICAO-PB,"-6,68","-34,93",BAIA DA TRAICAO,PB
BAIA FORMOSA-RN,"-6,36",-35,BAIA FORMOSA,RN
BAIANOPOLIS-BA,"-12,3","-44,53",BAIANOPOLIS,BA
BAIAO-PA,"-2,79","-49,67",BAIAO,PA
BAIXA GRANDE DO RIBEIRO-PI,"-7,85","-45,21",BAIXA GRANDE DO RIBEIRO,PI
BAIXA GRANDE-BA,"-11,96","-40,16",BAIXA GRANDE,BA
BAIXIO-CE,"-6,73","-38,71",BAIXIO,CE
BAIXO GUANDU-ES,"-19,51","-41,01",BAIXO GUANDU,ES
BALBINOS-SP,"-21,9","-49,35",BALBINOS,SP
BALDIM-MG,"-19,28","-43,95",BALDIM,MG
BALIZA-GO,"-16,19","-52,54",BALIZA,GO
BALNEARIO ARROIO DO SILVA-SC,"-28,98","-49,41",BALNEARIO ARROIO DO SILVA,SC
BALNEARIO BARRA DO SUL-SC,"-26,45","-48,61",BALNEARIO BARRA DO SUL,SC
BALNEARIO CAMBORIU-SC,"-26,99","-48,63",BALNEARIO CAMBORIU,SC
BALNEARIO GAIVOTA-SC,"-29,15","-49,57",BALNEARIO GAIVOTA,SC
BALNEARIO PINHAL-RS,"-30,24","-50,23",BALNEARIO PINHAL,RS
BALSA NOVA-PR,"-25,58","-49,63",BALSA NOVA,PR
BALSAMO-SP,"-20,73","-49,58",BALSAMO,SP
BALSAS-MA,"-7,53","-46,03",BALSAS,MA
BAMBUI-MG,-20,"-45,97",BAMBUI,MG
BANABUIU-CE,"-5,31","-38,92",BANABUIU,CE
BANANAL-SP,"-22,68","-44,32",BANANAL,SP
BANANEIRAS-PB,"-6,75","-35,63",BANANEIRAS,PB
BANDEIRA DO SUL-MG,"-21,72","-46,38",BANDEIRA DO SUL,MG
BANDEIRA-MG,"-15,88","-40,55",BANDEIRA,MG
BANDEIRANTES DO TOCANTINS-TO,"-7,75","-48,58",BANDEIRANTES DO TOCANTINS,TO
BANDEIRANTE-SC,"-26,76","-53,63",BANDEIRANTE,SC
BANDEIRANTES-MS,"-19,91","-54,36",BANDEIRANTES,MS
BANDEIRANTES-PR,"-23,11","-50,36",BANDEIRANTES,PR
BANNACH-PA,"-7,34","-50,39",BANNACH,PA
BANZAE-BA,"-10,57","-38,61",BANZAE,BA
BARAO DE ANTONINA-SP,"-23,62","-49,56",BARAO DE ANTONINA,SP
BARAO DE COCAIS-MG,"-19,94","-43,48",BARAO DE COCAIS,MG
BARAO DE COTEGIPE-RS,"-27,62","-52,38",BARAO DE COTEGIPE,RS
BARAO DE GRAJAU-MA,"-6,75","-43,02",BARAO DE GRAJAU,MA
BARAO DE MELGACO-MT,"-16,27","-55,95",BARAO DE MELGACO,MT
BARAO DE MONTE ALTO-MG,"-21,24","-42,23",BARAO DE MONTE ALTO,MG
BARAO DO TRIUNFO-RS,"-30,38","-51,73",BARAO DO TRIUNFO,RS
BARAO-RS,"-29,37","-51,49",BARAO,RS
BARAUNA-PB,"-6,64","-36,25",BARAUNA,PB
BARAUNA-RN,"-5,08","-37,61",BARAUNA,RN
BARBACENA-MG,"-21,22","-43,77",BARBACENA,MG
BARBALHA-CE,"-7,3","-39,3",BARBALHA,CE
BARBOSA FERRAZ-PR,"-24,03","-52,01",BARBOSA FERRAZ,PR
BARBOSA-SP,"-21,26","-49,94",BARBOSA,SP
BARCARENA-PA,"-1,5","-48,62",BARCARENA,PA
BARCELONA-RN,"-5,95","-35,92",BARCELONA,RN
BARCELOS-AM,"-0,97","-62,92",BARCELOS,AM
BARIRI-SP,"-22,07","-48,74",BARIRI,SP
BARRA BONITA-SC,"-26,65","-53,44",BARRA BONITA,SC
BARRA BONITA-SP,"-22,49","-48,55",BARRA BONITA,SP
BARRA DA ESTIVA-BA,"-13,62","-41,32",BARRA DA ESTIVA,BA
BARRA D'ALCANTARA-PI,"-6,51","-42,11",BARRA D'ALCANTARA,PI
BARRA DE GUABIRABA-PE,"-8,42","-35,65",BARRA DE GUABIRABA,PE
BARRA DE SANTA ROSA-PB,"-6,72","-36,06",BARRA DE SANTA ROSA,PB
BARRA DE SANTANA-PB,"-7,52",-36,BARRA DE SANTANA,PB
BARRA DE SANTO ANTONIO-AL,"-9,4","-35,5",BARRA DE SANTO ANTONIO,AL
BARRA DE SAO FRANCISCO-ES,"-18,75","-40,89",BARRA DE SAO FRANCISCO,ES
BARRA DE SAO MIGUEL-AL,"-9,84","-35,9",BARRA DE SAO MIGUEL,AL
BARRA DE SAO MIGUEL-PB,"-7,75","-36,31",BARRA DE SAO MIGUEL,PB
BARRA DO BUGRES-MT,"-15,07","-57,18",BARRA DO BUGRES,MT
BARRA DO CHAPEU-SP,"-24,47","-49,02",BARRA DO CHAPEU,SP
BARRA DO CHOCA-BA,"-14,88","-40,57",BARRA DO CHOCA,BA
BARRA DO CORDA-MA,"-5,5","-45,24",BARRA DO CORDA,MA
BARRA DO GARCAS-MT,"-15,89","-52,25",BARRA DO GARCAS,MT
BARRA DO GUARITA-RS,"-27,19","-53,71",BARRA DO GUARITA,RS
BARRA DO JACARE-PR,"-23,11","-50,18",BARRA DO JACARE,PR
BARRA DO MENDES-BA,"-11,81","-42,05",BARRA DO MENDES,BA
BARRA DO OURO-TO,"-7,68","-47,68",BARRA DO OURO,TO
BARRA DO PIRAI-RJ,"-22,47","-43,82",BARRA DO PIRAI,RJ
BARRA DO QUARAI-RS,"-30,2","-57,55",BARRA DO QUARAI,RS
BARRA DO RIBEIRO-RS,"-30,29","-51,3",BARRA DO RIBEIRO,RS
BARRA DO RIO AZUL-RS,"-27,4","-52,41",BARRA DO RIO AZUL,RS
BARRA DO ROCHA-BA,"-14,21","-39,6",BARRA DO ROCHA,BA
BARRA DO TURVO-SP,"-24,75","-48,5",BARRA DO TURVO,SP
BARRA DOS COQUEIROS-SE,"-10,9","-37,03",BARRA DOS COQUEIROS,SE
BARRA FUNDA-RS,"-27,92","-53,03",BARRA FUNDA,RS
BARRA LONGA-MG,"-20,28","-43,04",BARRA LONGA,MG
BARRA MANSA-RJ,"-22,54","-44,17",BARRA MANSA,RJ
BARRA VELHA-SC,"-26,63","-48,68",BARRA VELHA,SC
BARRA-BA,"-11,08","-43,14",BARRA,BA
BARRACAO-PR,"-26,25","-53,63",BARRACAO,PR
BARRACAO-RS,"-27,67","-51,46",BARRACAO,RS
BARRAS-PI,"-4,24","-42,29",BARRAS,PI
BARREIRA-CE,"-4,28","-38,64",BARREIRA,CE
BARREIRAS DO PIAUI-PI,"-9,92","-45,47",BARREIRAS DO PIAUI,PI
BARREIRAS-BA,"-12,15","-44,99",BARREIRAS,BA
BARREIRINHA-AM,"-2,79","-57,07",BARREIRINHA,AM
BARREIRINHAS-MA,"-2,74","-42,82",BARREIRINHAS,MA
BARREIROS-PE,"-8,81","-35,18",BARREIROS,PE
BARRETOS-SP,"-20,55","-48,56",BARRETOS,SP
BARRINHA-SP,"-21,19","-48,16",BARRINHA,SP
BARRO ALTO-BA,"-11,76","-41,91",BARRO ALTO,BA
BARRO ALTO-GO,"-14,97","-48,91",BARRO ALTO,GO
BARRO DURO-PI,"-5,81","-42,51",BARRO DURO,PI
BARRO PRETO-BA,"-14,81","-39,47",BARRO PRETO,BA
BARRO-CE,"-7,17","-38,78",BARRO,CE
BARROLANDIA-TO,"-9,83","-48,72",BARROLANDIA,TO
BARROQUINHA-CE,"-3,01","-41,13",BARROQUINHA,CE
BARROS CASSAL-RS,"-29,09","-52,58",BARROS CASSAL,RS
BARROSO-MG,"-21,18","-43,97",BARROSO,MG
BARUERI-SP,"-23,51","-46,87",BARUERI,SP
BASTOS-SP,"-21,92","-50,73",BASTOS,SP
BATAGUASSU-MS,"-21,71","-52,42",BATAGUASSU,MS
BATAIPORA-MS,"-22,29","-53,27",BATAIPORA,MS
BATALHA-AL,"-9,67","-37,12",BATALHA,AL
BATALHA-PI,"-4,02","-42,07",BATALHA,PI
BATATAIS-SP,"-20,89","-47,58",BATATAIS,SP
BATURITE-CE,"-4,32","-38,88",BATURITE,CE
BAURU-SP,"-22,31","-49,06",BAURU,SP
BAYEUX-PB,"-7,12","-34,93",BAYEUX,PB
BEBEDOURO-SP,"-20,94","-48,47",BEBEDOURO,SP
BEBERIBE-CE,"-4,18","-38,13",BEBERIBE,CE
BELA CRUZ-CE,"-3,05","-40,16",BELA CRUZ,CE
BELA VISTA DA CAROBA-PR,"-25,88","-53,66",BELA VISTA DA CAROBA,PR
BELA VISTA DE GOIAS-GO,"-16,97","-48,95",BELA VISTA DE GOIAS,GO
BELA VISTA DE MINAS-MG,"-19,83","-43,09",BELA VISTA DE MINAS,MG
BELA VISTA DO MARANHAO-MA,"-3,73","-45,31",BELA VISTA DO MARANHAO,MA
BELA VISTA DO PARAISO-PR,"-22,99","-51,19",BELA VISTA DO PARAISO,PR
BELA VISTA DO PIAUI-PI,"-7,98","-41,86",BELA VISTA DO PIAUI,PI
BELA VISTA DO TOLDO-SC,"-26,27","-50,46",BELA VISTA DO TOLDO,SC
BELA VISTA-MS,"-22,1","-56,52",BELA VISTA,MS
BELAGUA-MA,"-3,15","-43,51",BELAGUA,MA
BELEM DE MARIA-PE,"-8,61","-35,8",BELEM DE MARIA,PE
BELEM DE SAO FRANCISCO-PE,"-8,75","-38,96",BELEM DE SAO FRANCISCO,PE
BELEM DO BREJO DO CRUZ-PB,"-6,18","-37,53",BELEM DO BREJO DO CRUZ,PB
BELEM DO PIAUI-PI,"-7,37","-40,97",BELEM DO PIAUI,PI
BELEM-AL,"-9,57","-36,49",BELEM,AL
BELEM-PA,"-1,45","-48,5",BELEM,PA
BELEM-PB,"-6,74","-35,51",BELEM,PB
BELFORD ROXO-RJ,"-22,76","-43,39",BELFORD ROXO,RJ
BELMIRO BRAGA-MG,"-21,94","-43,41",BELMIRO BRAGA,MG
BELMONTE-BA,"-15,86","-38,88",BELMONTE,BA
BELMONTE-SC,"-26,84","-53,57",BELMONTE,SC
BELO CAMPO-BA,"-15,03","-41,26",BELO CAMPO,BA
BELO HORIZONTE-MG,"-19,81","-43,95",BELO HORIZONTE,MG
BELO JARDIM-PE,"-8,33","-36,42",BELO JARDIM,PE
BELO MONTE-AL,"-9,82","-37,28",BELO MONTE,AL
BELO ORIENTE-MG,"-19,22","-42,48",BELO ORIENTE,MG
BELO VALE-MG,"-20,4","-44,02",BELO VALE,MG
BELTERRA-PA,"-2,63","-54,93",BELTERRA,PA
BENEDITINOS-PI,"-5,45","-42,36",BENEDITINOS,PI
BENEDITO LEITE-MA,"-7,22","-44,55",BENEDITO LEITE,MA
BENEDITO NOVO-SC,"-26,78","-49,36",BENEDITO NOVO,SC
BENEVIDES-PA,"-1,36","-48,24",BENEVIDES,PA
BENJAMIN CONSTANT DO SUL-RS,"-27,51","-52,59",BENJAMIN CONSTANT DO SUL,RS
BENJAMIN CONSTANT-AM,"-4,38","-70,03",BENJAMIN CONSTANT,AM
BENTO DE ABREU-SP,"-21,27","-50,81",BENTO DE ABREU,SP
BENTO FERNANDES-RN,"-5,69","-35,82",BENTO FERNANDES,RN
BENTO GONCALVES-RS,"-29,17","-51,51",BENTO GONCALVES,RS
BEQUIMAO-MA,"-2,44","-44,78",BEQUIMAO,MA
BERILO-MG,"-16,95","-42,46",BERILO,MG
BERIZAL-MG,"-15,61","-41,74",BERIZAL,MG
BERNARDINO BATISTA-PB,"-6,45","-38,55",BERNARDINO BATISTA,PB
BERNARDINO DE CAMPOS-SP,"-23,01","-49,47",BERNARDINO DE CAMPOS,SP
BERNARDO DO MEARIM-MA,"-4,58","-44,76",BERNARDO DO MEARIM,MA
BERNARDO SAYAO-TO,"-7,87","-48,88",BERNARDO SAYAO,TO
BERTIOGA-SP,"-23,85","-46,13",BERTIOGA,SP
BERTOLINIA-PI,"-7,64","-43,95",BERTOLINIA,PI
BERTOPOLIS-MG,"-17,06","-40,57",BERTOPOLIS,MG
BERURI-AM,"-3,89","-61,37",BERURI,AM
BETANIA DO PIAUI-PI,"-8,14","-40,79",BETANIA DO PIAUI,PI
BETANIA-PE,"-8,27","-38,03",BETANIA,PE
BETIM-MG,"-19,96","-44,19",BETIM,MG
BEZERROS-PE,"-8,23","-35,79",BEZERROS,PE
BIAS FORTES-MG,"-21,6","-43,75",BIAS FORTES,MG
BICAS-MG,"-21,72","-43,05",BICAS,MG
BIGUACU-SC,"-27,49","-48,65",BIGUACU,SC
BILAC-SP,"-21,4","-50,47",BILAC,SP
BIQUINHAS-MG,"-18,78","-45,5",BIQUINHAS,MG
BIRIGUI-SP,"-21,28","-50,34",BIRIGUI,SP
BIRITIBA-MIRIM-SP,"-23,57","-46,03",BIRITIBA-MIRIM,SP
BIRITINGA-BA,"-11,61","-38,8",BIRITINGA,BA
BITURUNA-PR,"-26,16","-51,55",BITURUNA,PR
BLUMENAU-SC,"-26,91","-49,06",BLUMENAU,SC
BOA ESPERANCA DO IGUACU-PR,"-25,63","-53,21",BOA ESPERANCA DO IGUACU,PR
BOA ESPERANCA DO SUL-SP,"-21,99","-48,39",BOA ESPERANCA DO SUL,SP
BOA ESPERANCA-ES,"-18,54","-40,29",BOA ESPERANCA,ES
BOA ESPERANCA-MG,"-21,09","-45,56",BOA ESPERANCA,MG
BOA ESPERANCA-PR,"-24,24","-52,78",BOA ESPERANCA,PR
BOA HORA-PI,"-4,41","-42,08",BOA HORA,PI
BOA NOVA-BA,"-14,36","-40,2",BOA NOVA,BA
BOA VENTURA DE SAO ROQUE-PR,"-24,86","-51,62",BOA VENTURA DE SAO ROQUE,PR
BOA VENTURA-PB,"-7,41","-38,21",BOA VENTURA,PB
BOA VIAGEM-CE,"-5,12","-39,73",BOA VIAGEM,CE
BOA VISTA DA APARECIDA-PR,"-25,43","-53,4",BOA VISTA DA APARECIDA,PR
BOA VISTA DAS MISSOES-RS,"-27,66","-53,31",BOA VISTA DAS MISSOES,RS
BOA VISTA DO BURICA-RS,"-27,66","-54,11",BOA VISTA DO BURICA,RS
BOA VISTA DO GURUPI-MA,"-1,78","-46,3",BOA VISTA DO GURUPI,MA
BOA VISTA DO RAMOS-AM,"-2,97","-57,59",BOA VISTA DO RAMOS,AM
BOA VISTA DO SUL-RS,"-29,35","-51,67",BOA VISTA DO SUL,RS
BOA VISTA DO TUPIM-BA,"-12,66","-40,6",BOA VISTA DO TUPIM,BA
BOA VISTA-PB,"-7,25","-36,24",BOA VISTA,PB
BOA VISTA-RR,"2,82","-60,67",BOA VISTA,RR
BOCA DA MATA-AL,"-9,64","-36,22",BOCA DA MATA,AL
BOCA DO ACRE-AM,"-8,75","-67,39",BOCA DO ACRE,AM
BOCAINA DE MINAS-MG,"-22,16","-44,39",BOCAINA DE MINAS,MG
BOCAINA DO SUL-SC,"-27,74","-49,94",BOCAINA DO SUL,SC
BOCAINA-PI,"-6,94","-41,32",BOCAINA,PI
BOCAINA-SP,"-22,13","-48,51",BOCAINA,SP
BOCAIUVA DO SUL-PR,"-25,2","-49,11",BOCAIUVA DO SUL,PR
BOCAIUVA-MG,"-17,1","-43,81",BOCAIUVA,MG
BODOCO-PE,"-7,77","-39,94",BODOCO,PE
BODOQUENA-MS,"-20,53","-56,71",BODOQUENA,MS
BODO-RN,"-5,98","-36,41",BODO,RN
BOFETE-SP,"-23,1","-48,25",BOFETE,SP
BOITUVA-SP,"-23,28","-47,67",BOITUVA,SP
BOM CONSELHO-PE,"-9,17","-36,68",BOM CONSELHO,PE
BOM DESPACHO-MG,"-19,73","-45,25",BOM DESPACHO,MG
BOM JARDIM DA SERRA-SC,"-28,33","-49,62",BOM JARDIM DA SERRA,SC
BOM JARDIM DE GOIAS-GO,"-16,21","-52,17",BOM JARDIM DE GOIAS,GO
BOM JARDIM DE MINAS-MG,"-21,94","-44,19",BOM JARDIM DE MINAS,MG
BOM JARDIM-MA,"-3,56","-45,99",BOM JARDIM,MA
BOM JARDIM-PE,"-7,79","-35,58",BOM JARDIM,PE
BOM JARDIM-RJ,"-22,15","-42,41",BOM JARDIM,RJ
BOM JESUS DA LAPA-BA,"-13,25","-43,41",BOM JESUS DA LAPA,BA
BOM JESUS DA PENHA-MG,"-21,01","-46,52",BOM JESUS DA PENHA,MG
BOM JESUS DA SERRA-BA,"-14,37","-40,5",BOM JESUS DA SERRA,BA
BOM JESUS DAS SELVAS-MA,"-4,42","-46,76",BOM JESUS DAS SELVAS,MA
BOM JESUS DE GOIAS-GO,"-18,21","-49,74",BOM JESUS DE GOIAS,GO
BOM JESUS DO AMPARO-MG,"-19,7","-43,47",BOM JESUS DO AMPARO,MG
BOM JESUS DO GALHO-MG,"-19,82","-42,31",BOM JESUS DO GALHO,MG
BOM JESUS DO ITABAPOANA-RJ,"-21,13","-41,68",BOM JESUS DO ITABAPOANA,RJ
BOM JESUS DO NORTE-ES,"-21,11","-41,67",BOM JESUS DO NORTE,ES
BOM JESUS DO OESTE-SC,"-26,69","-53,09",BOM JESUS DO OESTE,SC
BOM JESUS DO SUL-PR,"-26,19","-53,59",BOM JESUS DO SUL,PR
BOM JESUS DO TOCANTINS-PA,"-5,05","-48,6",BOM JESUS DO TOCANTINS,PA
BOM JESUS DO TOCANTINS-TO,"-8,96","-48,16",BOM JESUS DO TOCANTINS,TO
BOM JESUS DOS PERDOES-SP,"-23,13","-46,46",BOM JESUS DOS PERDOES,SP
BOM JESUS-PB,"-6,81","-38,65",BOM JESUS,PB
BOM JESUS-PI,"-9,07","-44,35",BOM JESUS,PI
BOM JESUS-RN,"-5,98","-35,58",BOM JESUS,RN
BOM JESUS-RS,"-28,66","-50,41",BOM JESUS,RS
BOM JESUS-SC,"-26,73","-52,39",BOM JESUS,SC
BOM LUGAR-MA,"-4,22","-45,03",BOM LUGAR,MA
BOM PRINCIPIO DO PIAUI-PI,"-3,19","-41,64",BOM PRINCIPIO DO PIAUI,PI
BOM PRINCIPIO-RS,"-29,48","-51,35",BOM PRINCIPIO,RS
BOM PROGRESSO-RS,"-27,54","-53,86",BOM PROGRESSO,RS
BOM REPOUSO-MG,"-22,47","-46,14",BOM REPOUSO,MG
BOM RETIRO DO SUL-RS,"-29,6","-51,94",BOM RETIRO DO SUL,RS
BOM RETIRO-SC,"-27,79","-49,48",BOM RETIRO,SC
BOM SUCESSO DE ITARARE-SP,"-24,31","-49,14",BOM SUCESSO DE ITARARE,SP
BOM SUCESSO DO SUL-PR,"-26,07","-52,83",BOM SUCESSO DO SUL,PR
BOM SUCESSO-MG,"-21,03","-44,75",BOM SUCESSO,MG
BOM SUCESSO-PB,"-6,44","-37,92",BOM SUCESSO,PB
BOM SUCESSO-PR,"-23,71","-51,76",BOM SUCESSO,PR
BOMBINHAS-SC,"-27,13","-48,51",BOMBINHAS,SC
BONFIM DO PIAUI-PI,"-9,16","-42,87",BONFIM DO PIAUI,PI
BONFIM-MG,"-20,32","-44,23",BONFIM,MG
BONFIM-RR,"3,36","-59,83",BONFIM,RR
BONFINOPOLIS DE MINAS-MG,"-16,56","-45,99",BONFINOPOLIS DE MINAS,MG
BONFINOPOLIS-GO,"-16,61","-48,96",BONFINOPOLIS,GO
BONINAL-BA,"-12,7","-41,82",BONINAL,BA
BONITO DE MINAS-MG,"-15,32","-44,75",BONITO DE MINAS,MG
BONITO DE SANTA FE-PB,"-7,31","-38,51",BONITO DE SANTA FE,PB
BONITO-BA,"-11,96","-41,26",BONITO,BA
BONITO-MS,"-21,12","-56,48",BONITO,MS
BONITO-PA,"-1,36","-47,3",BONITO,PA
BONITO-PE,"-8,47","-35,72",BONITO,PE
BONOPOLIS-GO,"-13,63","-49,81",BONOPOLIS,GO
BOQUEIRAO DO LEAO-RS,"-29,3","-52,42",BOQUEIRAO DO LEAO,RS
BOQUEIRAO DO PIAUI-PI,"-4,48","-42,07",BOQUEIRAO DO PIAUI,PI
BOQUEIRAO-PB,"-7,48","-36,13",BOQUEIRAO,PB
BOQUIM-SE,"-11,14","-37,62",BOQUIM,SE
BOQUIRA-BA,"-12,82","-42,73",BOQUIRA,BA
BORACEIA-SP,"-22,19","-48,77",BORACEIA,SP
BORA-SP,"-22,27","-50,53",BORA,SP
BORBA-AM,"-4,38","-59,59",BORBA,AM
BORBOREMA-PB,"-6,8","-35,62",BORBOREMA,PB
BORBOREMA-SP,"-21,62","-49,07",BORBOREMA,SP
BORDA DA MATA-MG,"-22,27","-46,16",BORDA DA MATA,MG
BOREBI-SP,"-22,56","-48,97",BOREBI,SP
BORRAZOPOLIS-PR,"-23,94","-51,58",BORRAZOPOLIS,PR
BOSSOROCA-RS,"-28,73","-54,9",BOSSOROCA,RS
BOTELHOS-MG,"-21,63","-46,39",BOTELHOS,MG
BOTUCATU-SP,"-22,88","-48,44",BOTUCATU,SP
BOTUMIRIM-MG,"-16,87","-43,01",BOTUMIRIM,MG
BOTUPORA-BA,"-13,38","-42,52",BOTUPORA,BA
BOTUVERA-SC,"-27,19","-49,07",BOTUVERA,SC
BRACO DO NORTE-SC,"-28,27","-49,16",BRACO DO NORTE,SC
BRACO DO TROMBUDO-SC,"-27,35","-49,88",BRACO DO TROMBUDO,SC
BRAGANCA PAULISTA-SP,"-22,95","-46,54",BRAGANCA PAULISTA,SP
BRAGANCA-PA,"-1,06","-46,77",BRAGANCA,PA
BRAGANEY-PR,"-24,81","-53,12",BRAGANEY,PR
BRAGA-RS,"-27,61","-53,73",BRAGA,RS
BRANQUINHA-AL,"-9,24","-36,01",BRANQUINHA,AL
BRAS PIRES-MG,"-20,92","-43,24",BRAS PIRES,MG
BRASIL NOVO-PA,"-3,26","-52,66",BRASIL NOVO,PA
BRASILANDIA DE MINAS-MG,"-17,01",-46,BRASILANDIA DE MINAS,MG
BRASILANDIA DO SUL-PR,"-24,19","-53,52",BRASILANDIA DO SUL,PR
BRASILANDIA DO TOCANTINS-TO,"-8,38","-48,48",BRASILANDIA DO TOCANTINS,TO
BRASILANDIA-MS,"-21,25","-52,03",BRASILANDIA,MS
BRASILEIA-AC,"-11,01","-68,74",BRASILEIA,AC
BRASILEIRA-PI,"-4,13","-41,78",BRASILEIRA,PI
BRASILIA DE MINAS-MG,"-16,2","-44,42",BRASILIA DE MINAS,MG
BRASILIA-DF,"-15,78","-47,93",BRASILIA,DF
BRASNORTE-MT,"-12,15","-57,97",BRASNORTE,MT
BRASOPOLIS-MG,"-22,47","-45,6",BRASOPOLIS,MG
BRAUNAS-MG,"-19,05","-42,71",BRAUNAS,MG
BRAUNA-SP,"-21,49","-50,31",BRAUNA,SP
BRAZABRANTES-GO,"-16,43","-49,38",BRAZABRANTES,GO
BREJAO-PE,"-9,03","-36,56",BREJAO,PE
BREJETUBA-ES,"-20,14","-41,29",BREJETUBA,ES
BREJINHO DE NAZARE-TO,-11,"-48,56",BREJINHO DE NAZARE,TO
BREJINHO-PE,"-7,34","-37,28",BREJINHO,PE
BREJINHO-RN,"-6,19","-35,35",BREJINHO,RN
BREJO ALEGRE-SP,"-21,16","-50,18",BREJO ALEGRE,SP
BREJO DA MADRE DE DEUS-PE,"-8,14","-36,37",BREJO DA MADRE DE DEUS,PE
BREJO DE AREIA-MA,"-4,08","-45,49",BREJO DE AREIA,MA
BREJO DO CRUZ-PB,"-6,34","-37,49",BREJO DO CRUZ,PB
BREJO DO PIAUI-PI,"-8,21","-42,82",BREJO DO PIAUI,PI
BREJO DOS SANTOS-PB,"-6,37","-37,82",BREJO DOS SANTOS,PB
BREJO GRANDE DO ARAGUAIA-PA,"-5,69","-48,41",BREJO GRANDE DO ARAGUAIA,PA
BREJO GRANDE-SE,"-10,42","-36,46",BREJO GRANDE,SE
BREJO SANTO-CE,"-7,49","-38,98",BREJO SANTO,CE
BREJOES-BA,"-13,1","-39,79",BREJOES,BA
